FE_EJERCICIO;MU_CODINE;MU_NOMBRE;FE_FIESTAS
2025;03090;Mutxamel;1 de marzo, sábado, festividad del Milagro de la Lágrima de la Mare de Déu del Loreto, 9 de septiembre, martes, festividad de la Mare de Déu del Loreto.
2024;03090;Mutxamel; 1 de marzo, viernes, festividad del Milagro de la Lágrima de la Virgen de Loreto, 9 de septiembre, lunes, festividad de la Virgen de Loreto.
2023;03090;Mutxamel; 1 de marzo, miércoles, festividad del Milagro de la Lágrima de la Virgen de Loreto, 9 de septiembre, sábado, festividad de la Virgen de Loreto.
2022;03090;Mutxamel;1 de marzo, martes, festividad del Milagro de la Lágrima de la Virgen de Loreto, 9 de septiembre, viernes, festividad de la Virgen de Loreto.
2021;03090;Mutxamel; 1 de marzo, lunes, festividad del Milagro de la Lágrima de la Virgen de Loreto, 9 de septiembre, jueves, festividad de la Virgen de Loreto.
2020;03090;Mutxamel; 6 de agosto, jueves, Festividad del Salvador y 9 de septiembre, miércoles, Festividad de Nuestra Señora de Loreto.
2019;03090;Mutxamel;1 de marzo, viernes, festividad del Miracle de la Llàgrima y 9 de septiembre, lunes, festividad de la Mare de Déu de Loreto.
2018;03090;Mutxamel;1 de marzo, jueves, Festividad del «Milagro de la Llágrima» y 6 de agosto, lunes, Festividad del Salvador.
2026;03090;Mutxamel;6 de agosto, Festividad del Salvador, 9 de septiembre, Festividad de la Mare de Déu del Loreto.
2026;03091;Murla;20 de marzo, 13 de abril.
2018;03091;Murla;9 de abril, lunes, y 26 de diciembre, miércoles.
2019;03091;Murla;29 de abril, lunes, y 26 de diciembre, jueves.
2020;03091;Murla; 20 de abril, lunes, y 7 de diciembre, lunes.
2021;03091;Murla; 11 de octubre, lunes, 7 de diciembre, martes.
2022;03091;Murla;5 de agosto, viernes, 26 de diciembre, lunes.
2023;03091;Murla; 20 de marzo, lunes, 26 de diciembre, martes.
2024;03091;Murla; 5 de agosto, lunes, 6 de agosto, martes.
2025;03091;Murla;5 de agosto, martes, 6 de agosto, miércoles.
2025;03092;Muro de Alcoy;12 de mayo, lunes, fiestas patronales en honor a la Virgen de los Desamparados, 13 de mayo, martes, fiestas patronales en honor a la Virgen de los Desamparados.
2024;03092;Muro de Alcoy; 13 de mayo, lunes, 14 de mayo, martes.
2023;03092;Muro de Alcoy; 15 de mayo, lunes, 16 de mayo, martes.
2022;03092;Muro de Alcoy;9 de mayo, lunes, 10 de mayo, martes, fiestas patronales.
2021;03092;Muro de Alcoy; 11 de octubre y 7 de diciembre
2020;03092;Muro de Alcoy; 11 y 12 de,mayo, lunes y martes, fiestas patronales en honor a Nuestra Señora de los Desamparados.
2019;03092;Muro de Alcoy;13 de septiembre, y 14 de septiembre, fiestas patronales.
2018;03092;Muro de Alcoy;14 y 15 de mayo, lunes y martes, fiestas patronales en honor a Nuestra Señora de los Desamparados.
2026;03092;Muro de Alcoy;11 y 12 de mayo, fiestas patronales en honor a la Virgen de los Desamparados.
2026;03093;Novelda;13 de abril, Segundo Lunes de Pascua, 22 de julio, Festividad de Santa María Magdalena Patrona de Novelda.
2018;03093;Novelda;9 de abril, lunes, segundo lunes de Pascua, y 26 de diciembre, miércoles, segundo Día de Navidad.
2019;03093;Novelda;22 de julio, lunes, festividad de Santa María Magdalena y 26 de diciembre, jueves, segundo Día de Navidad.
2020;03093;Novelda; 20 de abril, Segundo lunes de Pascua y 22 de julio, miércoles, festividad de Santa María Magdalena.
2021;03093;Novelda; 12 de abril, Segundo lunes de Pascua, 22 de julio, jueves, festividad de Santa María Magdalena.
2022;03093;Novelda;22 de julio, viernes, festividad de Santa María Magdalena, 26 de diciembre, lunes segundo Día de Navidad.
2023;03093;Novelda; 22 de julio, sábado, festividad de Santa María Magdalena, 26 de diciembre, martes 2º Día de Navidad.
2024;03093;Novelda; 22 de julio, lunes, festividad de Santa María Magdalena, 26 de diciembre, jueves, segundo día de Navidad.
2025;03093;Novelda;22 de julio, martes, festividad de Santa María Magdalena Patrona de Novelda, 26 de diciembre, viernes, Segundo día de Navidad, fiesta tradicional de carácter local.
2025;03094;Nucia (la);28 de abril, lunes, Festividad de San Vicente, 18 de agosto, lunes, fiestas de agosto.
2024;03094;Nucia (la); 8 de abril, lunes, festividad de San Vicente, 16 de agosto, viernes, fiestas de agosto.
2023;03094;Nucia (la); 17 de abril, lunes, festividad de San Vicente Ferrer, 17 de agosto, jueves, fiestas de agosto.
2022;03094;Nucia (la);25 de abril, lunes, Festividad de San Vicente, 17 de agosto, miércoles, fiestas de agosto.
2021;03094;Nucia (la); 12 de abril, lunes, Festividad de San Vicente Ferrer, 17 de agosto, martes, fiestas de agosto.
2020;03094;Nucia (la); 20 de abril, lunes, Festividad de San Vicente y 17 de agosto, lunes, fiestas de agosto.
2019;03094;Nucia (la);29 de abril, lunes, Festividad de San Vicente y 9 de julio, martes, Fiesta de la Independencia municipal.
2018;03094;Nucia (la);9 de abril, lunes, festividad de San Vicente y 9 de julio, lunes fiesta de la Independencia Municipal.
2026;03094;Nucia (la);13 de abril, Festividad de San Vicente del Cautivador, 17 de agosto, fiestas de agosto.
2026;03095;Ondara;13 de abril, Festividad de San Vicente, 13 de julio, Festividad de la Virgen de la Soledad.
2018;03095;Ondara;9 de julio, lunes, Festividad de la Madre de Dios de la Soledad y 26 de julio, jueves, Festividad de Santa Ana.
2019;03095;Ondara;8 de julio, lunes, Festividad de la Madre de Dios de la Soledad y 26 de julio, viernes, Festividad de Santa Ana.
2020;03095;Ondara; 20 de abril, lunes, Festividad de San Vicente y 13 de julio, lunes, Festividad de la Madre de Dios de la Soledad.
2021;03095;Ondara; 12 de julio, lunes, festividad de la Virgen de la Soledad y 26 de julio, lunes, Santa Ana.
2022;03095;Ondara;11 de julio, lunes, festividad de la Virgen de la Soledad, 26 de julio, martes, Santa Ana.
2023;03095;Ondara; 10 de julio, lunes, festividad de la Madre de Dios de la Soledad, 26 de julio, miércoles, Santa Ana.
2024;03095;Ondara; 8 de julio, lunes, festividad de la Virgen de la Soledad, 26 de julio, viernes, Santa Ana.
2025;03095;Ondara;14 de julio, lunes, festividad de la Virgen de la Soledad, 25 de julio, viernes, festividad de San Jaime.
2025;03096;Onil;23 de abril, miércoles, día de la Virgen, 28 de noviembre, viernes día de Nuestro Señor Robado.
2024;03096;Onil; 23 de abril, martes, día de la Virgen de la Salud, 28 de noviembre, jueves, día del Señor Robado.
2023;03096;Onil; 28 de abril, viernes, día de la entrada, 28 de noviembre, martes, día del Señor Robado.
2022;03096;Onil;23 de abril, sábado, día de la Virgen de la Salud, 28 de noviembre, lunes, día del Señor Robado.
2021;03096;Onil; 23 de abril, viernes, día de la Virgen de la Salud, 30 de abril, viernes, primer día de Truenos.
2020;03096;Onil; 23 de abril, jueves, y 28 de noviembre, sábado.
2019;03096;Onil;23 de abril, martes, y 28 de noviembre, jueves.
2018;03096;Onil;23 de abril, lunes, y 28 de noviembre, miércoles.
2026;03096;Onil;23 de abril, día de la Virgen, 28 de noviembre, día de Nuestro Señor Robado.
2026;03097;Orba;11 de mayo, 26 de diciembre.
2018;03097;Orba;14 de mayo, lunes, y 26 de diciembre, miércoles.
2019;03097;Orba;13 de mayo, lunes, y 26 de diciembre, jueves.
2020;03097;Orba; 11 de mayo, lunes y 20 d abril, lunes.
2021;03097;Orba; 10 de mayo, lunes y 12 de abril, lunes.
2022;03097;Orba;9 de mayo, lunes, 26 de diciembre, lunes.
2023;03097;Orba; 15 de mayo, lunes, 26 de diciembre, martes.
2024;03097;Orba; 13 de mayo, lunes, 26 de diciembre, jueves.
2025;03097;Orba;12 de mayo, lunes, 26 de diciembre, viernes.
2025;03098;Orxeta;19 de septiembre, viernes, fiestas patronales en honor a Santo Tomás de Villanueva y San Nazario, 22 de septiembre, lunes, fiestas patronales en honor a Santo Tomás de Villanueva y San Nazario.
2024;03098;Orxeta; Sin determinar.
2023;03098;Orxeta; 15 de septiembre, viernes y 18 de septiembre lunes.
2022;03098;Orxeta;16 de septiembre, viernes, 19 de septiembre lunes.
2021;03098;Orxeta; 17 de septiembre, viernes y 20 de septiembre, lunes
2020;03098;Orxeta; 18 y 21 de septiembre, viernes y lunes, respectivamente.
2019;03098;Orxeta;20 y 23 de septiembre, viernes y lunes, respectivamente.
2018;03098;Orxeta;21 y 24 de septiembre, viernes y lunes, respectivamente, San Nazario y San Tomás.
2026;03098;Orxeta;18 de septiembre, 21 de septiembre, respectivamente fiestas patronales en honor a Santo Tomás de Villanueva y San Nazario.
2026;03099;Orihuela;17 de julio, Gloriosa Enseña del Oriol y Fiestas de la Reconquista, 8 de septiembre, Festividad de Ntra. Sra. Virgen de Monserrate Patrona de Orihuela
2018;03099;Orihuela;17 de julio, martes, Gloriosa Enseña del Oriol y Fiesta de la Reconquista, y de 8 septiembre, sábado, Ntra. Sra. de Monserrate, Patrona de Orihuela.
2019;03099;Orihuela;17 de julio, miércoles, Gloriosa Enseña del Oriol y Fiesta de la Reconquista, y de 18 de abril, Jueves Santo.
2020;03099;Orihuela; 17 de julio, viernes, Gloriosa Enseña del Oriol y Fiesta de la Reconquista, y de 8 septiembre, martes, Ntra. Sra. de Monserrate, Patrona de la Ciudad de Orihuela.
2021;03099;Orihuela; 17 de julio, sábado, Gloriosa Enseña del Oriol y Fiesta de la Reconquista, y de 8 septiembre, miércoles, Ntra. Sra. de Monserrate.,
2022;03099;Orihuela;15 de julio, viernes, Gloriosa Enseña del Oriol y Fiesta de la Reconquista, 8 de septiembre, jueves, Patrona de la Ciudad de Orihuela.
2023;03099;Orihuela; 17 de julio, lunes, Gloriosa Enseña del Oriol y Fiesta de la Reconquista, 8 de septiembre, viernes, Patrona de la Ciudad de Orihuela.
2024;03099;Orihuela; 28 de marzo, Jueves Santo, 17 de julio, miércoles, Gloriosa Enseña de Oriol y fiestas de la Reconquista.
2025;03099;Orihuela;17 de julio, jueves, Gloriosa Enseña del Oriol y Fiestas de la Reconquista, 8 de septiembre, lunes, Festividad de Ntra. Sra. Virgen de Monserrate Patrona de Orihuela.
2025;03100;Parcent;28 de abril, lunes, San Vicente, 26 de diciembre, viernes, segundo día de Navidad.
2024;03100;Parcent; 8 de abril, lunes, San Vicente, 26 de diciembre, jueves, segundo día de Navidad.
2023;03100;Parcent; 10 de agosto, jueves, festividad de San Lorenzo, 26 de diciembre, martes, segundo día de Navidad.
2022;03100;Parcent;10 de agosto, miércoles, festividad de San Lorenzo, 26 de diciembre, lunes, segundo día de Navidad.
2021;03100;Parcent; 12 de abril, lunes, Festividad de San Vicente y 10 de agosto, martes, festividad de San Lorenzo.
2020;03100;Parcent; 20 de abril, lunes, Festividad de San Vicente y 10 de agosto,lunes, festividad de San Lorenzo.
2019;03100;Parcent;29 de abril, lunes, Festividad de San Vicente y 26 de diciembre, jueves, segundo día de Navidad.
2018;03100;Parcent;10 de agosto, viernes, Festividad de San Lorenzo y 26 de diciembre, miércoles, segundo día de Navidad.
2026;03100;Parcent;13 de abril, San Vicente, 10 de agosto, San Lorenzo.
2026;03101;Pedreguer;3 de febrero, San Blas , 15 de julio, San Buenaventura.
2018;03101;Pedreguer;17 de enero, miércoles, San Antonio y 3 de febrero, sábado, San Blas.
2019;03101;Pedreguer;17 de enero, jueves, San Antonio y 15 de julio, lunes, San Buenaventura.
2020;03101;Pedreguer; 3 de febrero, lunes, San Blas y 15 de julio, miércoles, San Buenaventura.
2021;03101;Pedreguer; 3 de febrero, miércoles, San Blas y 15 de julio, jueves, San Buenaventura.
2022;03101;Pedreguer;3 de febrero, jueves, San Blas, 15 de julio, viernes, San Buenaventura.
2023;03101;Pedreguer; 3 de febrero, viernes, San Blas, 15 de julio, sábado, San Buenaventura.
2024;03101;Pedreguer; 3 de febrero, sábado, San Blas, 15 de julio, lunes, San Buenaventura.
2025;03101;Pedreguer;3 de febrero, lunes, San Blas , 15 de julio, martes, San Buenaventura.
2025;03102;Pego;2 de julio, miércoles, Festividad del Santísimo Ecce-Homo , 26 de diciembre, viernes, el día siguiente a Navidad.
2024;03102;Pego; 3 de julio, miércoles, festividad del Santísimo Ecce Homo, 26 de diciembre, jueves, segundo día de Navidad.
2023;03102;Pego; 28 de junio, miércoles, festividad del Santísimo Ecce-Homo, 26 de diciembre, martes, 2ª día de Navidad.
2022;03102;Pego;29 de junio, miércoles, Festividad del Santísimo Ecce-Homo, 26 de diciembre, lunes.
2021;03102;Pego; 16 de febrero, martes, Dia de la Crosta y 30 de junio, miércoles, Festividad del Santísimo Ecce-Homo.
2020;03102;Pego; 25 de febrero, martes, Dia de la Crosta y 1 de julio, miércoles, Festividad del Santísimo Ecce-Homo.
2019;03102;Pego;3 de julio, miércoles, Festividad del Stmo. Ecce-Homo y 26 de diciembre, jueves, segundo día de Navidad.
2018;03102;Pego;27 de junio, miércoles, Festividad del Stmo. Ecce-homo y 26 de diciembre, miércoles, segundo día de Navidad.
2026;03102;Pego;17 de febrero, Día de la Crosta, 1 de julio, Festividad del Santísimo Ecce-Homo.
2026;03103;Penàguila;25 de agosto, Festividad de la Virgen del Patrocinio, 7 de diciembre.
2018;03103;Penàguila;27 de agosto, lunes y 26 de diciembre, miércoles.
2019;03103;Penàguila;26 de agosto, lunes y 26 de diciembre, jueves.
2020;03103;Penàguila; 24 de agosto, lunes y 9 de abril, jueves.
2021;03103;Penàguila; 23 de agosto, lunes Virgen del Patrocinio y 7 de diciembre, martes.
2022;03103;Penàguila;22 de agosto, lunes Virgen del Patrocinio, 7 de diciembre, miércoles.
2023;03103;Penàguila; 28 de agosto, lunes Virgen del Patrocinio, 7 de diciembre, jueves.
2024;03103;Penàguila; 26 de agosto, lunes, festividad de la Virgen del Patrocinio, 23 de diciembre, lunes.
2025;03103;Penàguila;25 de agosto, lunes, festividad de la Virgen del Patrocinio, 26 de diciembre, viernes, Segundo día de Navidad.
2025;03104;Petrer;19 de mayo, lunes, Fiestas de Moros y Cristianos, 7 de octubre, martes, Fiesta Patronal en honor de la Virgen del Remedio.
2024;03104;Petrer; 20 de mayo, lunes, fiesta de Moros y Cristianos, 7 de octubre, lunes, fiesta patronal en honor de la Virgen del Remedio.
2023;03104;Petrer; 15 de mayo, lunes, Fiesta de Moros y Cristianos, 7 de octubre, sábado, Fiesta Patronal en honor de Nuestra Señora del Remedio.
2022;03104;Petrer;16 de mayo, lunes, Fiesta de Moros y Cristianos, 7 de octubre, viernes, Fiesta Patronal en honor de Nuestra Señora del Remedio.
2021;03104;Petrer; 17 de mayo, lunes, Fiesta de Moros y Cristianos y 7 de octubre, jueves, Fiesta Patronal en honor de Nuestra Señora del Remedio.
2020;03104;Petrer; 18 de mayo, lunes, Fiesta de Moros y Cristianos y 7 de octubre, miercoles, Fiesta Patronal en honor de Nuestra Señora del Remedio.
2019;03104;Petrer;20 de mayo, lunes, Fiesta de Moros y Cristianos y 7 de octubre, lunes, Fiesta Patronal en honor de Nuestra Señora del Remedio.
2018;03104;Petrer;21 de mayo, lunes, Fiesta de Moros y Cristianos y 8 de octubre, lunes, Fiesta Patronal en honor de la Virgen del Remedio.
2026;03104;Petrer;18 de mayo, Fiestas de Moros y Cristianos, 7 de octubre, Fiesta Patronal en honor de la Virgen del Remedio.
2026;03105;Pinoso/Pinós (El);13 de abril, 8 de agosto.
2018;03105;Pinoso/Pinós (El);9 de abril, lunes y 8 de agosto, miércoles.
2019;03105;Pinoso/Pinós (El);29 de abril, lunes y 8 de agosto, jueves.
2020;03105;Pinoso/Pinós (El); 20 de abril, lunes y 8 de agosto, sábado.
2021;03105;Pinoso/Pinós (El); 15 de febrero, lunes y 12 de abril, lunes.
2022;03105;Pinoso/Pinós (El);25 de abril, lunes, 8 de agosto, lunes.
2023;03105;Pinoso/Pinós (El); 17 de abril, lunes, 8 de agosto, martes.
2024;03105;Pinoso/Pinós (El); 8 de abril, lunes, 8 de agosto, jueves.
2025;03105;Pinoso/Pinós (El);28 de abril, lunes, 8 de agosto, viernes.
2025;03106;Planes;3 de octubre, viernes, 6 de octubre, lunes, Fiestas Mayores.
2024;03106;Planes; 4 de octubre, viernes, 7 de octubre, lunes, fiestas mayores.
2023;03106;Planes; 29 de septiembre, viernes, 2 de octubre, lunes, fiestas mayores.
2022;03106;Planes;30 de septiembre, viernes, 3 de octubre, lunes.
2021;03106;Planes; 1 de octubre, lunes y 7 de diciembre, martes.
2020;03106;Planes; 2 de octubre, viernes y 5 de octubre, lunes.
2019;03106;Planes;4 de octubre, viernes y 7 de octubre, lunes, Fiestas Mayores.
2018;03106;Planes;5 de octubre, viernes y 8 de octubre, lunes
2026;03106;Planes;2 de octubre, 5 de octubre, Fiestas Mayores.
2026;03107;Polop;14 de agosto, Fiestas del Porrat, 2 de octubre, Fiestas de San Francisco de Asís.
2018;03107;Polop;4 y 5 de octubre, jueves y viernes, Fiestas Patronales de San Francisco de Asís.
2019;03107;Polop;16 de agosto, viernes y 4 de octubre, viernes.
2020;03107;Polop; 17 de agosto, lunes y 2 de octubre, viernes.
2021;03107;Polop; 16 de agosto, lunes y 4 de octubre, lunes.
2022;03107;Polop;3 y 4 de octubre, lunes y martes, Fiestas de San Francisco.
2023;03107;Polop; 4 y 5 de octubre, miércoles y jueves, Fiestas de San Francisco.
2024;03107;Polop; 16 de agosto, viernes, fiestas del Porrat, 4 de octubre, viernes, fiestas de San Francisco.
2025;03107;Polop;2 de octubre, jueves, Fiestas de San Francisco de Asís, 3 de octubre, viernes, Fiestas de San Francisco de Asís.
2025;03109;Rafal;7 de octubre, martes, 8 de octubre, miércoles.
2024;03109;Rafal; 7 de octubre, lunes, 8 de octubre, martes.
2023;03109;Rafal; 6 de octubre, viernes, 7 de diciembre, jueves.
2022;03109;Rafal;6 de octubre, jueves , 7 de octubre, viernes.
2021;03109;Rafal; 7 de octubre, jueves y 8 de octubre, viernes.
2020;03109;Rafal; 7 y 8 de octubre, miércoles y jueves.
2019;03109;Rafal;7 y 8 de octubre, lunes y martes.
2018;03109;Rafal;8 de octubre, lunes, y 7 de diciembre, viernes.
2026;03109;Rafal;7 de octubre y 8 de octubre.
2026;03110;Ràfol d'Almúnia (El);13 de agosto, Inmaculada Concepción, 14 de agosto, San Francisco de Paula.
2018;03110;Ràfol d'Almúnia (El);16 y 17 de agosto, jueves y viernes respectivamente, Fiesta Patronal.
2019;03110;Ràfol d'Almúnia (El);29 de abril, lunes, San Vicente y 16 de agosto, viernes, San Francisco de Paula.
2020;03110;Ràfol d'Almúnia (El); 13 y 14 de agosto, jueves y viernes, Festividad Inmaculada Concepción y Festividad San Francisco de Paula.
2021;03110;Ràfol d'Almúnia (El); 12 y 13 de agosto, jueves y viernes, Festividad Inmaculada Concepción y Festividad San Francisco de Paula.
2022;03110;Ràfol d'Almúnia (El);18 de agosto, jueves, festividad de la Inmaculada Concepción, 19 de agosto, viernes, festividad de San Francisco de Paula.
2023;03110;Ràfol d'Almúnia (El); 17 de agosto, jueves, festividad de la Inmaculada Concepción, 18 de agosto, viernes, festividad de San francisco de Paula.
2024;03110;Ràfol d'Almúnia (El); 8 de abril, lunes, San Vicente, 16 de agosto, viernes, San Francisco de Paula.
2025;03110;Ràfol d'Almúnia (El);28 de abril, lunes, San Vicente Ferrer, 14 de agosto, jueves, Inmaculada Concepción.
2025;03111;Redován;8 de septiembre, lunes, 29 de septiembre, lunes.
2024;03111;Redován; 6 de septiembre, viernes, 27 de septiembre, viernes.
2023;03111;Redován; 8 de septiembre, viernes, 29 de septiembre, viernes.
2022;03111;Redován;8 de septiembre, jueves, 29 de septiembre, jueves.
2021;03111;Redován; 8 de septiembre, miércoles y 29 de septiembre, miércoles.
2020;03111;Redován; 8 de septiembre, martes y 29 de septiembre, martes.
2019;03111;Redován;6 de septiembre, viernes y 27 de septiembre, viernes.
2018;03111;Redován;7 de septiembre, viernes y 28 de septiembre, viernes.
2026;03111;Redován;8 de septiembre, 29 de septiembre.
2026;03112;Relleu;10 de agosto, Fiestas de San Albert, 28 de septiembre, Fiestas de Nuestra Señora del Milagro y los Santos Médicos San Cosme y San Damià.
2018;03112;Relleu;6 de agosto, lunes, Fiestas de San Alberto y 1 de octubre, lunes, Fiestas de Nuestra Señora del Milagro.
2019;03112;Relleu;5 de agosto, lunes, Fiestas de San Alberto y 30 de septiembre, lunes, Fiestas de Nuestra Señora del Milagro.
2020;03112;Relleu; 10 de agosto, lunes, Fiestas de San Albert y 28 de septiembre, lunes, Fiestas de Nuestra Señora del Milagro.
2021;03112;Relleu; 9 de agosto, lunes, Fiestas de San Albert y 27 de septiembre, lunes, Fiestas de Nuestra Señora del Milagro.
2022;03112;Relleu;8 de agosto, lunes, Fiestas de San Alberto, 26 de septiembre, lunes, Fiestas de Nuestra Señora del Milagro.
2023;03112;Relleu; 7 de agosto, lunes, Fiestas de San Albert, 25 de septiembre, lunes, Fiestas de Nuestra Señora del Milagro.
2024;03112;Relleu; 5 de agosto, lunes, fiestas de Sant Albert, 30 de septiembre, lunes, fiestas de Nuestra Señora del Milagro.
2025;03112;Relleu;11 de agosto, lunes, Fiestas de San Albert, 29 de septiembre, lunes, Fiestas de Nuestra Señora del Milagro.
2025;03113;Rojales;7 de octubre, martes, Virgen del Rosario, 26 de diciembre, viernes, segundo día de Navidad.
2024;03113;Rojales; 29 de junio, sábado, San Pedro Apóstol, 7 de octubre, lunes, Virgen del Rosario.
2023;03113;Rojales; 29 de junio, jueves, San Pedro Apóstol, 7 de octubre, sábado, Virgen del Rosario.
2022;03113;Rojales;29 de junio, miércoles, San Pedro Apóstol, 7 de octubre, viernes, Virgen del Rosario.
2021;03113;Rojales; 29 de junio, martes, San Pedro Apóstol y 7 de octubre, jueves, Virgen del Rosario.
2020;03113;Rojales; 29 de junio, lunes, San Pedro Apóstol y 7 de octubre, miércoles, Virgen del Rosario.
2019;03113;Rojales;29 de junio, sábado, San Pedro Apóstol y 7 de octubre, lunes, Virgen del Rosario.
2018;03113;Rojales;29 de junio, viernes, San Pedro Apóstol y 26 de diciembre, miércoles, segundo día Navidad.
2026;03113;Rojales;29 de junio, San Pedro Apóstol, 7 de octubre, Virgen del Rosario.
2026;03114;Romana (la);20 de marzo, Festividad de San José, 13 de abril, lunes de San Vicente Ferrer.
2018;03114;Romana (la);9 de abril, lunes, Festividad de San Vicente Ferrer y 26 de diciembre, miércoles, segundo día de Navidad.
2019;03114;Romana (la);29 de abril, lunes, Festividad de San Vicente Ferrer y 26 de diciembre, jueves, Segundo Día de Navidad.
2020;03114;Romana (la); 20 de abril, lunes, Festividad de San Vicente Ferrer y 20 de marzo, viernes.
2021;03114;Romana (la); 12 de abril, lunes, Festividad de San Vicente Ferrer y 11 de octubre, lunes.
2022;03114;Romana (la);25 de abril, lunes, Festividad de San Vicente Ferrer, 26 diciembre, lunes, Segundo día de Navidad.
2023;03114;Romana (la); 17 de abril, lunes, Festividad de San Vicente Ferrer, 26 diciembre, martes, Segundo día de Navidad.
2024;03114;Romana (la); 8 de abril, lunes de San Vicente, 26 de diciembre, jueves, segundo día de Navidad.
2025;03114;Romana (la);28 de abril, lunes de San Vicente Ferrer, 26 de diciembre, viernes, Segundo día de Navidad.
2025;03115;Sagra;8 de agosto, viernes, 26 de diciembre, viernes.
2024;03115;Sagra; 9 de agosto, viernes, 26 de diciembre, jueves.
2023;03115;Sagra; 11 de agosto, viernes, 26 de diciembre, martes.
2022;03115;Sagra;12 de agosto, viernes, 26 de diciembre, lunes.
2021;03115;Sagra; 12 de abril, lunes y 6 de agosto, viernes.
2020;03115;Sagra; 20 de abril, lunes y 7 de agosto, viernes.
2019;03115;Sagra;9 de agosto, viernes y 26 de diciembre, jueves.
2018;03115;Sagra;10 de agosto, viernes y 26 de diciembre, miércoles.
2026;03115;Sagra;13 de abril, 7 de agosto.
2026;03116;Salinas;25 y 26 de mayo, Fiestas de Moros y Cristianos en Honor a la Virgen del Rosario.
2018;03116;Salinas;28 y 29 de mayo, lunes y martes, respectivamente.
2019;03116;Salinas;3 y 4 de junio, lunes y martes, respectivamente.
2020;03116;Salinas; 25 y 26 de mayo, lunes y martes, respectivamente.
2021;03116;Salinas; 7 y 8 de octubre
2022;03116;Salinas;30 de mayo, lunes, 31 de mayo, martes.
2023;03116;Salinas; 22 y 23 de mayo, lunes y martes respectivamente, Fiestas de Moros y Cristianos en Honor a la Virgen del Rosario.
2024;03116;Salinas; 27 y 28 de mayo, lunes y martes respectivamente, fiestas de Moros y Cristianos en honor a la Virgen del Rosario.
2025;03116;Salinas;26 de mayo, lunes, Fiestas de Moros y Cristianos en Honor a la Virgen del Rosario, 27 de mayo, martes, Fiestas de Moros y Cristianos en Honor a la Virgen del Rosario.
2025;03117;Sanet y Negrals;4 de septiembre, jueves, 5 de septiembre, viernes.
2024;03117;Sanet y Negrals; 5 y 6 de septiembre, jueves y viernes respectivamente.
2023;03117;Sanet y Negrals; 7 y 8 de septiembre, jueves y viernes respectivamente.
2022;03117;Sanet y Negrals;8 y 9 de septiembre, jueves y viernes respectivamente.
2021;03117;Sanet y Negrals; 2 y 3 de septiembre, jueves y viernes respectivamente.
2020;03117;Sanet y Negrals; 3 y 4 de septiembre, jueves y viernes respectivamente, Fiestas Patronales.
2019;03117;Sanet y Negrals;5 y 6 de septiembre, jueves y viernes respectivamente, Fiestas Patronales.
2018;03117;Sanet y Negrals;6 y 7 de septiembre, jueves y viernes, respectivamente, Fiestas Patronales.
2026;03117;Sanet y Negrals;3 septiembre y 4 de septiembre.
2026;03118;San Fulgencio;16 de enero, Fiestas en honor al Patrón San Fulgencio, 8 de octubre, Fiestas en honor de la Virgen del Remedio.
2018;03118;San Fulgencio;16 y 17 de enero, martes y miércoles, respectivamente, Fiestas Patronales en honor al patrón San Fulgencio y al Copatrono San Antón.
2019;03118;San Fulgencio;16 y 17 de enero, miércoles y jueves, respectivamente, Fiestas Patronales en honor al patrón San Fulgencio y al Copatrono San Antón.
2020;03118;San Fulgencio; 16 y 17 de enero, jueves y viernes respectivamente, Fiestas Patronales en honor al patrón San Fulgencio y al Copatrono San Antón.
2021;03118;San Fulgencio; 1 de abril, jueves y 12 de abril lunes, fiestas patronales en honor al Patrón San Fulgencio y Copatrono San Antón.
2022;03118;San Fulgencio;17 de enero, lunes, 7 de octubre, viernes, fiestas patronales en honor de San Fulgencio y el Copatrono San Antón.
2023;03118;San Fulgencio; 16 de enero, lunes, 17 de enero, martes, con motivos de las Fiestas Patronales en honor al Patrón de San Fulgencio y Copatrono San Antón.
2024;03118;San Fulgencio; 16 de enero, martes, 17 de enero, miércoles, fiestas patronales en honor al patrón San Fulgencio y el copatrón San Antonio.
2025;03118;San Fulgencio;16 de enero, jueves, 17 de enero, viernes, con motivo de las Fiestas Patronales en honor al Patrón de San Fulgencio y Copatrono San Antón.
2025;03119;Sant Joan d'Alacant;24 de junio, martes, festividad de San Juan, 15 de septiembre, lunes, fiestas patronales.
2024;03119;Sant Joan d'Alacant; 24 de junio, lunes, 14 de septiembre, sábado, fiestas del Cristo.
2023;03119;Sant Joan d'Alacant; 14 de septiembre, jueves, festividad del Cristo de la Paz, 15 de septiembre, viernes, fiestas patronales.
2022;03119;Sant Joan d'Alacant;14 de septiembre, miércoles, festividad del Cristo de la Paz, 16 de septiembre, viernes, fiestas patronales.
2021;03119;Sant Joan d'Alacant; 8 de marzo, lunes, día de la mujer y 14 de septiembre, martes, festividad de Cristo de la Paz.
2020;03119;Sant Joan d'Alacant; 14 de septiembre y 15 de septiembre.
2019;03119;Sant Joan d'Alacant;8 de marzo, viernes y 14 de septiembre, sábado, Festividad del Cristo de la Paz.
2018;03119;Sant Joan d'Alacant;25 de junio, lunes, Festividad de San Juan Bautista, y 14 de septiembre, viernes, Festividad del Cristo de la Paz.
2026;03119;Sant Joan d'Alacant;23 de junio, 14 de septiembre.
2026;03120;San Miguel de Salinas;28 de septiembre y 29 de septiembre.
